,author_gender,lang,main,mental,published,sentiment,source_followers,source_following,source_location,source_spam_probability,tags,split
3750973,MALE,en,      tell this dog you hate him do it ,1,2016-08-31 10:22:52,NEGATIVE,2265,312,Switzerland,0,,tell dog hate
1196409,UNKNOWN,en,open problem whats the optimal quantum attacks on argon2dargon2i can we beat grover analysis complex given uncertainty of qmemory costs,0,2016-08-11 05:09:10,NEGATIVE,6347,421,Switzerland,0,,open problem what optim quantum attack argon2dargon2i beat grover analysi complex given uncertainti qmemori cost
1604041,UNKNOWN,en,hatred is a cowards emotion blindly following a sociopaths path is also cowardly hatelies spreading for pity  selfjustice is despicable,0,2016-09-14 11:51:07,NEGATIVE,75,116,Switzerland,0,,hatr coward emot blind follow sociopath path also coward hate spread piti selfjustic despic
3035038,UNKNOWN,en,  i dont wanna sound too intrusive here but your technical setup is in need of a major overhaul some time soon just sayin,0,2016-05-26 20:57:12,NEGATIVE,161,305,Switzerland,0,,dont wanna sound intrus technic setup need major overhaul time soon sayin
708642,FEMALE,en,beach essentials im so sad because its my last day in italia  ,1,2016-08-07 12:15:05,NEGATIVE,245,304,Suisse,0,,beach essenti im sad last day italia
3471755,UNKNOWN,en,  theyre a surprisingly sectarian and hateful org for being so internationally renown,1,2016-05-29 18:38:22,NEUTRAL,180,719,Switzerland,0,,theyr surpris sectarian hate org intern renown
3739486,UNKNOWN,en,i hate porn,0,2016-07-31 12:11:27,NEGATIVE,385,676,Switzerland,0,,hate porn
3659258,MALE,en,hate it when this happens my saver card expires today,1,2016-09-30 15:54:46,NEGATIVE,249,525,Fully,0,,hate happen saver card expir today
3331498,UNKNOWN,en,  it hurts not being able to retweet this,1,2016-07-28 03:25:37,NEGATIVE,565,515,"interlaken, switzerland",0,,hurt abl retweet
3363151,UNKNOWN,en,im so sad right now  my samsung s7 edge display just cracked out of nowhere whelp,0,2016-09-28 20:52:43,NEGATIVE,251,644,Switzerland,0,,im sad right samsung s7 edg display crack nowher whelp
3739639,FEMALE,en,damn that dp bluejays,0,2016-07-31 17:18:22,NEGATIVE,500,335,Switzerland,0,['BlueJays'],damn dp bluejay
1544553,FEMALE,en,  hold on pain ends,1,2016-05-14 11:15:45,NEGATIVE,-1,0,,0,,hold pain end
1039520,FEMALE,en,  i hate missing you ,1,2016-04-10 11:31:07,NEGATIVE,649,93,Switzerland,0,,hate miss
1519635,UNKNOWN,en,imma paint my bentley purple cuz u got on purple sneakers,0,2016-01-14 04:51:50,NEUTRAL,336,405,Switzerland,0,,imma paint bentley purpl cuz u got purpl sneaker
855746,UNKNOWN,en,a wealth of information creates a poverty of attention  herbert a simon quote,0,2016-09-08 04:07:07,NEGATIVE,4993,3735,Switzerland,0,['quote'],wealth inform creat poverti attent herbert simon quot
1596162,MALE,en,  saw mary queen of scots years ago overheard when leaving who was mary anyway,0,2016-08-14 09:23:44,NEUTRAL,261,154,Lake District,0,,saw mari queen scot year ago overheard leav mari anyway
1899131,MALE,en,being dismantled whatever it is finnish hockey do should be bottled  sold iihfworlds,0,2016-05-17 19:02:24,NEUTRAL,138,277,Switzerland,0,['IIHFWorlds'],dismantl whatev finnish hockey bottl sold iihfworld
570058,MALE,en,    this is a sad story unfortunately a true one,1,2016-04-06 21:49:15,NEGATIVE,7,60,Switzerland,0,,sad stori unfortun true one
858854,UNKNOWN,en,  have you tried applying for government,0,2016-09-08 01:27:23,NEUTRAL,903,766,Switzerland,0,,tri appli govern
2544685,UNKNOWN,en,      that shouldnt be something new but always watch your butts lol my abs hurt bc of laughing,0,2016-08-22 20:48:43,NEGATIVE,170,215,Switzerland,0,,shouldnt someth new alway watch butt lol ab hurt bc laugh
1541640,FEMALE,en,    come on now reading this just hurts my brain,0,2016-04-14 19:46:14,NEGATIVE,180,719,Switzerland,0,,come read hurt brain
3766414,UNKNOWN,en,place doesnt matter at all when i need tea i need tea tealover teaaddict cheerssssss,0,2016-10-31 13:02:18,NEUTRAL,-1,0,,0,"['teaaddict', 'tealover']",place doesnt matter need tea need tea tealov teaaddict cheerssssss
1836180,UNKNOWN,en,  sad life,1,2016-09-16 06:02:42,NEGATIVE,113,285,Schweiz,0,,sad life
2074985,UNKNOWN,en,    sadly yeseven the curry sauce,0,2016-09-18 14:01:40,NEGATIVE,715,449,,0,,sad yeseven curri sauc
3275326,MALE,en,dont catch the wrong vibe overthinking,1,2016-10-27 02:05:25,NEGATIVE,1247,1007,SWITZERLAND,0,,dont catch wrong vibe overthink
1897727,UNKNOWN,en,update so i downloaded the app and yall are nasty,0,2016-05-17 21:32:15,NEGATIVE,413,255,"havelock, nc",0,,updat download app yall nasti
3464689,UNKNOWN,en,hate hospital,0,2016-04-29 02:04:56,NEGATIVE,98,237,Switzerland,0,,hate hospit
374683,MALE,en,hhhhhhhatem,0,2016-07-04 13:46:36,NEUTRAL,237,126,Geneva,0,,hhhhhhhatem
2053804,UNKNOWN,en,looooool m88 that single bed brought so much joy and sadness all in the space of a few months,0,2016-08-18 10:57:41,NEUTRAL,1020,299,NW,0,,looooool m88 singl bed brought much joy sad space month
588801,UNKNOWN,en,  its so painful to look at,1,2016-06-06 20:06:40,NEGATIVE,260,240,Switzerland,0,,pain look
1060555,UNKNOWN,en,hoverboards have stopped reigning,0,2016-06-10 16:20:05,NEUTRAL,3333,1807,Switzerland,0,,hoverboard stop reign
605526,UNKNOWN,en,  must hate america bc he spelled olympics wrong ,0,2016-08-06 19:42:30,NEGATIVE,161,234,BERN,0,,must hate america bc spell olymp wrong
3004226,MALE,en,      ghoulish  sad in equal measure,0,2016-01-26 13:42:06,NEUTRAL,138,277,Switzerland,0,,ghoulish sad equal measur
1919488,UNKNOWN,en,just holla friends if you need me to drag someone im hormonal and experiencing pain so im ready for a fight xoxo,0,2016-07-17 20:52:15,NEGATIVE,1489,362,Switzerland,0,,holla friend need drag someon im hormon experienc pain im readi fight xoxo
3195907,FEMALE,en,      agreeoverall event was very traumatic the only humour  blackimage of leader harper hiding,0,2016-08-27 19:41:23,NEUTRAL,1634,2329,"Bala, Muskoka, Canada",0,,agreeoveral event traumat humour blackimag leader harper hide
3697529,MALE,en,          we had land rovers i can still remember the number of my favourite,0,2016-10-30 21:06:16,NEUTRAL,783,841,lake district,0,,land rover still rememb number favourit
1492134,UNKNOWN,en,  everyone in spain is skint,0,2016-10-13 14:12:53,NEUTRAL,1279,1188,Switzerland,0,,everyon spain skint
1792139,UNKNOWN,en,  you now buying overwatch ,0,2016-06-16 20:10:17,NEUTRAL,51,398,Zermatt,0,,buy overwatch
2986257,UNKNOWN,en,  im afraid to ask but which part of the octopus,0,2016-10-25 22:26:11,NEGATIVE,668,733,Lake District,0,,im afraid ask part octopus
2156062,UNKNOWN,en,  so sad always during the only time im able to play prepatch will have to wait another day,1,2016-07-19 20:30:55,NEGATIVE,162,504,Switzerland,0,,sad alway time im abl play prepatch wait anoth day
528872,MALE,en,      powder im afraid for convenience,0,2016-10-05 19:35:49,NEUTRAL,261,154,Lake District,0,,powder im afraid conveni
1395205,UNKNOWN,en,  but sadly only one night,1,2016-02-13 21:31:52,NEGATIVE,63,56,Biel,0,,sad one night
2443755,UNKNOWN,en,  sick sad people,1,2016-09-21 20:01:28,NEGATIVE,33,76,Switzerland,0,,sick sad peopl
422714,UNKNOWN,en,or put the download link somewhere and make a password for it so that anti fan or those who dont know him cant watch ,0,2016-10-04 15:22:33,NEUTRAL,601,3453,"Geneva, Switzerland",0,,put download link somewher make password anti fan dont know cant watch
401741,UNKNOWN,en,lost my pouch at sundown plz rt,0,2016-09-04 21:58:10,NEGATIVE,740,426,NW,0,,lost pouch sundown plz rt
3011744,UNKNOWN,en,taiji today this is how the world views japan once again they have slaughtered dolphins that belong to the world  ,0,2016-02-26 12:42:35,NEGATIVE,2158,1933,Switzerland,0,['Taiji'],taiji today world view japan slaughter dolphin belong world
3382222,MALE,en,sadly i have to agree with that statement admit it microsoft is now a braver more innovative company than apple,0,2016-10-28 09:13:18,NEUTRAL,337,262,Aarau,0,,sad agre statement admit microsoft braver innov compani appl
2162624,UNKNOWN,en,  formal genderinclusive writing is truly painful in french,0,2016-07-19 07:35:02,NEGATIVE,1812,774,"Lausanne, Switzerland",0,,formal genderinclus write truli pain french
2036692,FEMALE,en,my toe hurts im sick im tired af and im sooooooo ready to finnish this school year in two weeks,1,2016-07-18 07:32:03,NEGATIVE,437,576,Switzerland,0,,toe hurt im sick im tire af im sooooooo readi finnish school year two week
151258,MALE,en,fat fuck igor mosiychuk member of ukrainian parlament on his facebook today  ,0,2016-05-02 19:26:07,NEGATIVE,7921,2034,Zürich,0,,fat fuck igor mosiychuk member ukrainian parlament facebook today
1038349,UNKNOWN,en,  haha well thats true thats what i thought about their bluetooth headphones but they were basicly shit lol,0,2016-04-10 12:40:56,NEUTRAL,1633,1329,Switzerland,0,,haha well that true that thought bluetooth headphon basic shit lol
590311,FEMALE,en,emotions of motion acrylic on canvas 10080cm,0,2016-07-06 10:49:02,NEUTRAL,336,360,Zürich,0,,emot motion acryl canva 10080cm
3589171,UNKNOWN,en,  it was more kio leaving than maniac joining and they even played really bad befor kio left,0,2016-03-30 21:38:09,NEGATIVE,16,35,Schweiz,0,,kio leav maniac join even play realli bad befor kio left
3320718,UNKNOWN,en,  yes dont worry about bond vigilantes its all about econ expectations not fear of budget deficits for rates to go updown,0,2016-06-28 05:00:08,NEUTRAL,1589,379,Zurich,0,,yes dont worri bond vigilant econ expect fear budget deficit rate go updown
3698297,MALE,en,touchdown tom brady is the goat,0,2016-10-30 17:39:37,NEUTRAL,292,163,GENEVA,0,,touchdown tom bradi goat
99141,UNKNOWN,en,  i will not buy overwatch for you,0,2016-10-01 14:34:53,NEUTRAL,732,465,Switzerland,0,,buy overwatch
1843872,UNKNOWN,en,  deplorable commie lover,0,2016-09-16 16:56:19,NEUTRAL,55,45,NW,0,,deplor commi lover
43632,UNKNOWN,en,oh boy the unbearable lightness of being frugal in an ailing economic environment of europe swiss governm consumption 08 in 1q2016,0,2016-06-01 06:15:03,NEGATIVE,1286,439,Zurich,0,,oh boy unbear light frugal ail econom environ europ swiss governm consumpt 08 1q2016
648706,UNKNOWN,en,afraid,1,2016-10-06 16:51:26,NEGATIVE,287,326,"Zurich, Switzerland",0,,afraid
1066429,FEMALE,en,painting,0,2016-07-10 23:26:10,NEUTRAL,52,241,Switzerland,0,,paint
1202405,UNKNOWN,en,  yaaa dongzzz i iz homesick teroxxx,1,2016-08-11 08:18:16,NEUTRAL,384,361,"AOR, Malaysia",0,,yaaa dongzzz iz homesick teroxxx
242747,FEMALE,en,  destiny is like a toxic relationship you know its not good for you but you go back because youre addicted  i left ,1,2016-02-03 20:28:45,NEUTRAL,1227,1327,Switzerland,0,,destini like toxic relationship know good go back your addict left
1916152,FEMALE,en,p ramet from france making the link to the parisagreement  stressing 15 c limit crucial to the most vulnerable,0,2016-06-17 15:34:03,NEGATIVE,779,816,Switzerland,0,"['France', 'ParisAgreement']",p ramet franc make link parisagr stress 15 c limit crucial vulner
3798590,FEMALE,en,having talks any more hes an imbecile who offers nonstop assad apologetics like this based on no evidence rebels wont attend syria,0,2016-10-31 08:03:26,NEUTRAL,3758,3188,"Zürich, Switzerland",0,['syria'],talk hes imbecil offer nonstop assad apologet like base evid rebel wont attend syria
2287018,UNKNOWN,en,leave this blue neighbourhood,1,2016-07-20 21:22:05,NEUTRAL,556,289,"Zurich, Switzerland",0,,leav blue neighbourhood
3665063,UNKNOWN,en,  your page is downdo you have any infos,0,2016-09-30 10:55:58,NEUTRAL,326,1247,"Zurich, Switzerland",0,,page downdo info
783941,UNKNOWN,en,hmnopei did not like the halftime show donthurtme sb50,0,2016-02-08 01:43:50,NEUTRAL,909,1159,Switzerland,0,"['DontHurtMe', 'SB50']",hmnopei like halftim show donthurtm sb50
1476711,UNKNOWN,en,  this is all over geneva downtown today fyi ,0,2016-09-13 10:16:34,NEUTRAL,90,374,"Geneva, Switzerland",0,,geneva downtown today fyi
3416253,UNKNOWN,en,now playing behind blue eyes by limp bizkit,0,2016-10-28 01:27:52,NEGATIVE,1012,192,"Zofingen, Switzerland",0,,play behind blue eye limp bizkit
1273141,FEMALE,en,im not saying we dont have misogynists but sometimes people really need to chill and not overthink every single thing thats toxic,0,2016-02-12 13:24:49,NEGATIVE,56,215,Switzerland,0,,im say dont misogynist sometim peopl realli need chill overthink everi singl thing that toxic
363494,FEMALE,en,  sadly neither will hitting my laptop,1,2016-05-04 09:35:41,NEGATIVE,37,50,Switzerland,0,,sad neither hit laptop
1281253,UNKNOWN,en,i forgot how much i hated therapy talks,1,2016-04-12 17:52:44,NEGATIVE,72,102,Lausanne,0,,forgot much hate therapi talk
3273159,UNKNOWN,en,cheer up baby lifes not that bad im sad now i was in a good mood,1,2016-10-27 22:42:12,NEUTRAL,-1,0,,0,,cheer babi life bad im sad good mood
2708273,UNKNOWN,en,touchdown giantspride,0,2016-10-23 16:01:34,NEUTRAL,4510,2454,Switzerland,0,['GiantsPride'],touchdown giantsprid
1924449,MALE,en,we are a country at wardont need internal conflicts must stop hate and the bickering amongst us,0,2016-07-17 21:25:16,NEGATIVE,855,2044,"Saxon, WI",0,,countri wardont need intern conflict must stop hate bicker amongst us
181144,UNKNOWN,en,hell yeah overwatch now has a rocket league brawl mode xd,0,2016-08-02 19:37:09,NEGATIVE,95,171,switzerland,0,['Overwatch'],hell yeah overwatch rocket leagu brawl mode xd
1515269,UNKNOWN,en,  where im a little afraid to read it but still curious,0,2016-01-14 07:28:00,NEUTRAL,803,1612,Zürich,0,,im littl afraid read still curious
3521352,MALE,en,heartvalve disease is not a blameworthy disease even the fittest can suffer although it helps recovery if you keep in shape question 1 what is heartvalve disease and whos at risk worldheartday,0,2016-09-29 16:14:50,NEGATIVE,115,175,"Geneva, Switzerland",0,['Heartvalve'],heartvalv diseas blameworthi diseas even fittest suffer although help recoveri keep shape question 1 heartvalv diseas whos risk worldheartday
419652,UNKNOWN,en,sad truth,1,2016-10-04 06:11:03,NEGATIVE,381,280,"Kajang, Selangor",0,,sad truth
2200587,UNKNOWN,en,what is love baby dont hurt me dont hurt me no more rui bot,1,2016-09-19 13:40:24,NEGATIVE,45,24,egg,0,"['Bot', 'Rui']",love babi dont hurt dont hurt rui bot
1305027,UNKNOWN,en,scent but ambroxan is of course a shadowy material par excellence when it comes to being present and detectable but not overpowering,0,2016-06-12 19:47:20,NEUTRAL,759,40,Zurich,0,,scent ambroxan cours shadowi materi par excel come present detect overpow
2689643,FEMALE,en,bashar alassad does not intend to step down from power and he will use any means at his disposal to prevent,0,2016-09-23 01:57:44,NEUTRAL,334,627,"Zurich, Switzerland",0,,bashar alassad intend step power use mean dispos prevent
149908,UNKNOWN,en,cod players hate everything that isnt cod4,0,2016-05-02 09:46:29,NEGATIVE,21,138,Schweiz,0,,cod player hate everyth isnt cod4
2618010,MALE,en,tomorrows womans hour on bbcradio4 to cover paternal depression life imitating art itll make a change from todays orgasmofest story,1,2016-02-23 11:03:00,NEGATIVE,178,442,Switzerland,0,['bbcradio4'],tomorrow woman hour bbcradio4 cover patern depress life imit art itll make chang today orgasmofest stori
2040297,UNKNOWN,en,why do these mourning doves keep flying into my window,0,2016-07-18 01:19:45,NEUTRAL,275,287,egg,0,,mourn dove keep fli window
1072457,UNKNOWN,en,    your uber driver is sad to be clienteles for the next few days ,0,2016-08-10 16:23:50,NEGATIVE,192,389,Switzerland,0,,uber driver sad clientel next day
710974,UNKNOWN,en,i miss this  whatever it is wemissonedirectionparty ,0,2016-08-07 23:13:49,NEGATIVE,1422,644,Switzerland,0,['WeMissOneDirectionParty'],miss whatev wemissonedirectionparti
